Market Category,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
"Crossover,Luxury",Land Rover,Discovery Sport,2017,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,25,20,258,42195
"Crossover,Luxury",Land Rover,Discovery Sport,2017,premium unleaded (recommended),240,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,25,20,258,37695
Luxury,Land Rover,Discovery,2003,premium unleaded (required),217,8,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,14,11,258,34350
Luxury,Land Rover,Discovery,2003,premium unleaded (required),217,8,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,14,11,258,40350
Luxury,Land Rover,Discovery,2003,premium unleaded (required),217,8,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,14,11,258,38350
Luxury,Land Rover,Discovery,2004,premium unleaded (required),217,8,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,14,11,258,38685
Luxury,Land Rover,Discovery,2004,premium unleaded (required),217,8,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,14,11,258,40685
Luxury,Land Rover,Discovery,2004,premium unleaded (required),217,8,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,14,11,258,34330
Luxury,Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Large,Sedan,23,15,1624,51460
Luxury,Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Large,Sedan,23,15,1624,46280
Luxury,Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Large,Sedan,23,15,1624,49730
Luxury,Cadillac,DTS,2009,regular unleaded,292,8,AUTOMATIC,front wheel drive,4,Large,Sedan,22,15,1624,54230
Luxury,Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Large,Sedan,23,15,1624,49230
Luxury,Cadillac,DTS,2009,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Large,Sedan,23,15,1624,47625
Luxury,Cadillac,DTS,2010,premium unleaded (recommended),275,8,AUTOMATIC,front wheel drive,4,Large,Sedan,23,15,1624,46280
Luxury,Cadillac,DTS,2010,premium unleaded (recommended),275,8,AUTOMATIC,front wheel drive,4,Large,Sedan,23,15,1624,51525
Luxury,Cadillac,DTS,2010,premium unleaded (recommended),275,8,AUTOMATIC,front wheel drive,4,Large,Sedan,23,15,1624,54425
Luxury,Cadillac,DTS,2010,premium unleaded (recommended),292,8,AUTOMATIC,front wheel drive,4,Large,Sedan,22,15,1624,59475
Luxury,Cadillac,DTS,2011,premium unleaded (recommended),292,8,AUTOMATIC,front wheel drive,4,Large,Sedan,23,15,1624,59875
Luxury,Cadillac,DTS,2011,premium unleaded (recommended),275,8,AUTOMATIC,front wheel drive,4,Large,Sedan,23,15,1624,51925
Luxury,Cadillac,DTS,2011,premium unleaded (recommended),275,8,AUTOMATIC,front wheel drive,4,Large,Sedan,23,15,1624,54825
Luxury,Cadillac,DTS,2011,premium unleaded (recommended),275,8,AUTOMATIC,front wheel drive,4,Large,Sedan,23,15,1624,46680
"Crossover,Performance",Dodge,Durango,2015,regular unleaded,290,6,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,25,18,1851,36895
"Crossover,Performance",Dodge,Durango,2015,premium unleaded (recommended),360,8,AUTOMATIC,all wheel drive,4,Large,4dr SUV,22,14,1851,42495
Crossover,Dodge,Durango,2015,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,24,17,1851,39495
"Crossover,Performance",Dodge,Durango,2015,regular unleaded,290,6,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,25,18,1851,40995
"Crossover,Performance",Dodge,Durango,2015,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,24,17,1851,33095
Crossover,Dodge,Durango,2015,regular unleaded,290,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,24,17,1851,43595
"Crossover,Performance",Dodge,Durango,2015,premium unleaded (recommended),360,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,23,14,1851,39995
"Crossover,Performance",Dodge,Durango,2015,regular unleaded,290,6,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,25,18,1851,30495
"Crossover,Performance",Dodge,Durango,2016,premium unleaded (recommended),360,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,22,14,1851,41995
Crossover,Dodge,Durango,2016,regular unleaded,293,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,25,18,1851,39595
"Crossover,Performance",Dodge,Durango,2016,regular unleaded,293,6,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,27,19,1851,30495
Crossover,Dodge,Durango,2016,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,25,18,1851,43895
"Crossover,Performance",Dodge,Durango,2016,regular unleaded,293,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,25,18,1851,33095
"Crossover,Performance",Dodge,Durango,2016,premium unleaded (recommended),360,8,AUTOMATIC,all wheel drive,4,Large,4dr SUV,22,14,1851,44595
"Crossover,Performance",Dodge,Durango,2016,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,27,19,1851,42390
"Crossover,Performance",Dodge,Durango,2016,regular unleaded,293,6,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,27,19,1851,36995
"Crossover,Performance",Dodge,Durango,2016,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,27,19,1851,41295
Crossover,Dodge,Durango,2016,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,25,18,1851,44990
"Crossover,Performance",Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,26,19,1851,37495
"Crossover,Performance",Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,26,19,1851,42490
Crossover,Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,25,18,1851,40095
"Crossover,Performance",Dodge,Durango,2017,premium unleaded (recommended),360,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,22,14,1851,42095
Crossover,Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,26,19,1851,29995
"Crossover,Performance",Dodge,Durango,2017,premium unleaded (recommended),360,8,AUTOMATIC,all wheel drive,4,Large,4dr SUV,22,14,1851,44695
"Crossover,Performance",Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,26,19,1851,41395
Crossover,Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,25,18,1851,43995
Crossover,Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,25,18,1851,45090
Crossover,Dodge,Durango,2017,regular unleaded,295,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,25,18,1851,32595
Luxury,Dodge,Dynasty,1991,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,24,18,1851,2000
Luxury,Dodge,Dynasty,1991,regular unleaded,141,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,24,18,1851,2000
Luxury,Dodge,Dynasty,1992,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,26,19,1851,2000
Luxury,Dodge,Dynasty,1992,regular unleaded,141,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,24,18,1851,2000
Luxury,Dodge,Dynasty,1993,regular unleaded,141,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,26,18,1851,2000
Luxury,Dodge,Dynasty,1993,regular unleaded,100,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,24,18,1851,2000
"Hatchback,Factory Tuner,Luxury,Performance",Ford,E-150,1996,regular unleaded,199,6,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,15,11,5657,2000
"Flex Fuel,Performance",Ford,E-150,1996,regular unleaded,145,6,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,14,12,5657,2000
Luxury,Ford,E-150,1996,regular unleaded,145,6,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,15,11,5657,2000
Luxury,Ford,E-150,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,17,12,5657,2000
Luxury,Ford,E-150,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,17,12,5657,2123
Luxury,Ford,E-150,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,17,12,5657,2074
"Flex Fuel,Performance,Hybrid",Ford,E-150,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,18,14,5657,2000
Luxury,Ford,E-150,1998,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,17,12,5657,2301
"Flex Fuel,Performance,Hybrid",Ford,E-150,1998,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,18,13,5657,2079
Luxury,Ford,E-150,1998,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,17,12,5657,2256
Luxury,Ford,E-150,1998,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,17,12,5657,2169
"Hatchback,Luxury,Performance",Ford,E-250,1996,regular unleaded,199,6,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,13,11,5657,2000
"Flex Fuel,Performance",Ford,E-250,1996,regular unleaded,145,6,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,13,11,5657,2000
"Luxury,High-Performance,Hybrid",Ford,E-250,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,17,12,5657,2000
"Flex Fuel,Performance,Hybrid",Ford,E-250,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,17,12,5657,2000
"Flex Fuel,Performance,Hybrid",Ford,E-250,1998,regular unleaded,235,6,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,17,13,5657,2080
"Luxury,High-Performance,Hybrid",Ford,E-250,1998,regular unleaded,235,6,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,17,13,5657,2107
"Luxury,Performance",Mercedes-Benz,E-Class,2015,premium unleaded (required),329,6,AUTOMATIC,all wheel drive,2,Midsize,Coupe,28,20,617,55850
"Factory Tuner,Luxury,High-Performance",Mercedes-Benz,E-Class,2015,premium unleaded (required),550,8,AUTOMATIC,all wheel drive,4,Midsize,Sedan,23,16,617,93600
"Luxury,Performance",Mercedes-Benz,E-Class,2015,premium unleaded (required),329,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,29,20,617,53350
"Luxury,Performance,Hybrid",Mercedes-Benz,E-Class,2015,premium unleaded (required),302,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,29,24,617,57100
"Luxury,Performance",Mercedes-Benz,E-Class,2015,premium unleaded (required),302,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,28,20,617,54800
"Luxury,Performance",Mercedes-Benz,E-Class,2015,premium unleaded (required),302,6,AUTOMATIC,all wheel drive,4,Midsize,Wagon,27,20,617,59000
"Diesel,Luxury",Mercedes-Benz,E-Class,2015,diesel,195,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,38,27,617,54300
"Luxury,High-Performance",Mercedes-Benz,E-Class,2015,premium unleaded (required),402,8,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,26,17,617,67750
"Luxury,Performance",Mercedes-Benz,E-Class,2015,premium unleaded (required),302,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,29,20,617,52300
"Factory Tuner,Luxury,High-Performance",Mercedes-Benz,E-Class,2015,premium unleaded (required),577,8,AUTOMATIC,all wheel drive,4,Midsize,Sedan,22,15,617,100600
"Factory Tuner,Luxury,High-Performance",Mercedes-Benz,E-Class,2015,premium unleaded (required),577,8,AUTOMATIC,all wheel drive,4,Midsize,Wagon,21,15,617,103200
"Luxury,Performance",Mercedes-Benz,E-Class,2015,premium unleaded (required),329,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,28,20,617,64850
"Luxury,High-Performance",Mercedes-Benz,E-Class,2015,premium unleaded (required),402,8,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,26,18,617,59400
"Luxury,Performance",Mercedes-Benz,E-Class,2015,premium unleaded (required),329,6,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,29,20,617,61350
"Diesel,Luxury",Mercedes-Benz,E-Class,2015,diesel,195,4,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,42,28,617,51800
"Luxury,Performance",Mercedes-Benz,E-Class,2015,premium unleaded (required),329,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,29,20,617,62350
"Luxury,Performance",Mercedes-Benz,E-Class,2016,premium unleaded (required),329,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,29,20,617,63100
"Luxury,Performance",Mercedes-Benz,E-Class,2016,premium unleaded (required),302,6,AUTOMATIC,all wheel drive,4,Midsize,Wagon,27,20,617,59900
"Diesel,Luxury",Mercedes-Benz,E-Class,2016,diesel,195,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,38,27,617,55150
"Luxury,Performance",Mercedes-Benz,E-Class,2016,premium unleaded (required),302,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,29,20,617,53100
"Luxury,Performance",Mercedes-Benz,E-Class,2016,premium unleaded (required),329,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,28,20,617,65600
"Factory Tuner,Luxury,High-Performance",Mercedes-Benz,E-Class,2016,premium unleaded (required),577,8,AUTOMATIC,all wheel drive,4,Midsize,Sedan,22,15,617,101700
"Luxury,Performance",Mercedes-Benz,E-Class,2016,premium unleaded (required),302,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,28,20,617,55600
"Luxury,Performance",Mercedes-Benz,E-Class,2016,premium unleaded (required),329,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,29,20,617,54200
"Luxury,High-Performance",Mercedes-Benz,E-Class,2016,premium unleaded (required),402,8,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,26,18,617,60300
"Luxury,Performance",Mercedes-Benz,E-Class,2016,premium unleaded (required),329,6,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,29,20,617,62250
"Luxury,High-Performance",Mercedes-Benz,E-Class,2016,premium unleaded (required),402,8,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,26,17,617,68700
"Factory Tuner,Luxury,High-Performance",Mercedes-Benz,E-Class,2016,premium unleaded (required),577,8,AUTOMATIC,all wheel drive,4,Midsize,Wagon,21,15,617,104300
"Diesel,Luxury",Mercedes-Benz,E-Class,2016,diesel,195,4,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,42,28,617,52650
"Luxury,Performance",Mercedes-Benz,E-Class,2016,premium unleaded (required),329,6,AUTOMATIC,all wheel drive,2,Midsize,Coupe,28,20,617,56700
"Luxury,Performance",Mercedes-Benz,E-Class,2017,premium unleaded (required),329,6,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,29,20,617,62600
Luxury,Mercedes-Benz,E-Class,2017,premium unleaded (required),241,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,29,22,617,54650
"Luxury,Performance",Mercedes-Benz,E-Class,2017,premium unleaded (required),329,6,AUTOMATIC,all wheel drive,2,Midsize,Coupe,28,20,617,57050
Luxury,Mercedes-Benz,E-Class,2017,premium unleaded (required),241,4,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,30,22,617,52150
"Luxury,High-Performance",Mercedes-Benz,E-Class,2017,premium unleaded (required),329,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,29,20,617,54550
"Luxury,High-Performance",Mercedes-Benz,E-Class,2017,premium unleaded (required),402,8,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,26,18,617,60650
"Luxury,High-Performance",Mercedes-Benz,E-Class,2017,premium unleaded (required),402,8,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,25,17,617,69100
Flex Fuel,Ford,E-Series Van,2012,flex-fuel (unleaded/E85),255,8,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,16,12,5657,31460
Flex Fuel,Ford,E-Series Van,2012,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,17,13,5657,26630
Flex Fuel,Ford,E-Series Van,2012,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,17,13,5657,27630
Flex Fuel,Ford,E-Series Van,2012,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,17,13,5657,28985
Flex Fuel,Ford,E-Series Van,2012,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,17,13,5657,27840
Flex Fuel,Ford,E-Series Van,2012,flex-fuel (unleaded/E85),255,8,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,16,12,5657,30560
Flex Fuel,Ford,E-Series Van,2013,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,17,13,5657,27325
Flex Fuel,Ford,E-Series Van,2013,flex-fuel (unleaded/E85),255,8,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,16,12,5657,31485
Flex Fuel,Ford,E-Series Van,2013,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,17,13,5657,30145
Flex Fuel,Ford,E-Series Van,2013,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,17,13,5657,28785
Flex Fuel,Ford,E-Series Van,2013,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,17,13,5657,28540
Flex Fuel,Ford,E-Series Van,2013,flex-fuel (unleaded/E85),255,8,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,16,12,5657,32385
Flex Fuel,Ford,E-Series Van,2014,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,16,13,5657,28600
Flex Fuel,Ford,E-Series Van,2014,flex-fuel (unleaded/E85),255,8,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,16,12,5657,32760
Flex Fuel,Ford,E-Series Van,2014,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,16,13,5657,30060
Flex Fuel,Ford,E-Series Van,2014,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,16,13,5657,31420
Flex Fuel,Ford,E-Series Van,2014,flex-fuel (unleaded/E85),255,8,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,16,12,5657,33660
Flex Fuel,Ford,E-Series Van,2014,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,16,13,5657,29815
Flex Fuel,Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,16,13,5657,28760
Flex Fuel,Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),255,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,15,11,5657,34320
Flex Fuel,Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),255,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,15,11,5657,35620
Flex Fuel,Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),255,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,15,11,5657,34160
Flex Fuel,Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,16,13,5657,31200
Flex Fuel,Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),255,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,15,11,5657,31855
Flex Fuel,Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),255,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,15,11,5657,35245
Flex Fuel,Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),255,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,15,11,5657,36545
Flex Fuel,Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),255,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,15,11,5657,32785
Flex Fuel,Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),255,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,15,11,5657,35085
Flex Fuel,Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,16,13,5657,29455
Flex Fuel,Ford,E-Series Wagon,2013,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,16,13,5657,31900
Flex Fuel,Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,16,13,5657,32675
Flex Fuel,Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),255,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,15,11,5657,37320
Flex Fuel,Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),255,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,15,11,5657,36020
Flex Fuel,Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),255,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,15,11,5657,35860
Flex Fuel,Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),255,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,15,11,5657,33560
Flex Fuel,Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,16,13,5657,30230
"Factory Tuner,Luxury,Performance",Mercedes-Benz,E55 AMG,1999,regular unleaded,349,8,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,21,15,617,5878
"Factory Tuner,Luxury,Performance",Mercedes-Benz,E55 AMG,2000,regular unleaded,349,8,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,21,15,617,6120
Luxury,Toyota,ECHO,2003,regular unleaded,108,4,MANUAL,front wheel drive,4,Compact,Sedan,38,30,2031,10775
"Luxury,High-Performance",Toyota,ECHO,2003,regular unleaded,108,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,36,28,2031,11575
"Hatchback,Diesel",Toyota,ECHO,2003,regular unleaded,108,4,MANUAL,front wheel drive,2,Compact,Coupe,38,30,2031,10245
Performance,Toyota,ECHO,2003,regular unleaded,108,4,AUTOMATIC,front wheel drive,2,Compact,Coupe,36,28,2031,11045
Luxury,Toyota,ECHO,2004,regular unleaded,108,4,MANUAL,front wheel drive,4,Compact,Sedan,38,30,2031,10885
"Luxury,High-Performance",Toyota,ECHO,2004,regular unleaded,108,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,36,28,2031,11685
Performance,Toyota,ECHO,2004,regular unleaded,108,4,AUTOMATIC,front wheel drive,2,Compact,Coupe,36,28,2031,11155
"Hatchback,Diesel",Toyota,ECHO,2004,regular unleaded,108,4,MANUAL,front wheel drive,2,Compact,Coupe,38,30,2031,10355
"Luxury,High-Performance,Hybrid",Toyota,ECHO,2005,regular unleaded,108,4,MANUAL,front wheel drive,4,Compact,Sedan,38,30,2031,10985
Performance,Toyota,ECHO,2005,regular unleaded,108,4,AUTOMATIC,front wheel drive,2,Compact,Coupe,36,28,2031,11255
"Luxury,High-Performance,Hybrid",Toyota,ECHO,2005,regular unleaded,108,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,36,28,2031,11785
"Hatchback,Diesel",Toyota,ECHO,2005,regular unleaded,108,4,MANUAL,front wheel drive,2,Compact,Coupe,38,30,2031,10455
"Luxury,Hybrid",Mitsubishi,Eclipse Spyder,2010,regular unleaded,162,4,AUTOMATIC,front wheel drive,2,Compact,Convertible,26,19,436,27799
Performance,Mitsubishi,Eclipse Spyder,2010,premium unleaded (recommended),265,6,AUTOMATIC,front wheel drive,2,Compact,Convertible,24,16,436,32599
